code1c	date	item_code	item_name	price	summa
00БП-000271	03.07.2020 16:35:06	БП-00000069	Бумага А4, 500 л	230	1 150
00БП-000271	03.07.2020 16:35:06	БП-00000058	Папка файл А4 100 шт	214.38	214.38
00БП-000271	03.07.2020 16:35:06	БП-00000416	Папка-конверт	16.83	16.83
00БП-000271	03.07.2020 16:35:06	БП-00000068	Ручка шариковая	56.29	112.58
00БП-000271	03.07.2020 16:35:06	БП-00000064	Скобы для степлера 24*6	15.93	79.65
00БП-000271	03.07.2020 16:35:06	БП-00000417	Гель для рук антисептический	296.89	296.89
00БП-000271	03.07.2020 16:35:06	БП-00000133	Мешки д/мусор	21.22	21.22
00БП-000271	03.07.2020 16:35:06	БП-00000418	Лоток вертикальный  д/бумаг	405.65	405.65
00БП-000290	31.07.2020 14:46:51	БП-00000435	Вентилятор Centek CT-5015 Grey	1 299	1 299
00БП-000291	04.08.2020 13:31:25	БП-00000014	Перчатки	29.73	891.9
00БП-000291	04.08.2020 13:31:25	БП-00000014	Перчатки	28.2	846
00БП-000291	04.08.2020 13:31:25	БП-00000395	Губки для посуды	25.42	762.6
00БП-000291	04.08.2020 13:31:25	БП-00000395	Губки для посуды	104.93	419.72
00БП-000291	04.08.2020 13:31:25	БП-00000295	Салфетка универсальная микрофибра 30*30см	94.02	282.06
00БП-000318	03.08.2020 14:40:57	БП-00000209	"Журнал  ""Главбух"""	567.8	1 135.6
00БП-000319	19.08.2020 14:49:57	БП-00000206	Вода19,2л	160	160
00БП-000320	20.08.2020 12:00:00	БП-00000261	Визитки	55	5 500
00БП-000332	24.08.2020 14:57:02	БП-00000236	Картридж	1 200	1 200
00БП-000333	25.08.2020 14:34:36	БП-00000069	Бумага А4, 500 л	273	546
00БП-000333	25.08.2020 14:34:36	БП-00000198	Заправочный тонер	790	790
00БП-000333	25.08.2020 14:34:36	БП-00000064	Скобы для степлера 24*6	15.27	45.81
00БП-000376	14.09.2020 16:49:28	БП-00000209	"Журнал  ""Главбух"""	567.8	1 135.6
00БП-000377	18.09.2020 17:27:47	БП-00000060	Блок для записей в подставке	87.18	87.18
00БП-000377	18.09.2020 17:27:47	БП-00000069	Бумага А4, 500 л	263.7	1 318.5
00БП-000377	18.09.2020 17:27:47	БП-00000050	Корзина для бумаг сетчатая, 9л, черная	154.08	154.08
00БП-000377	18.09.2020 17:27:47	БП-00000314	Ластик	15.23	45.69
00БП-000377	18.09.2020 17:27:47	БП-00000314	Ластик	15.23	30.46
00БП-000377	18.09.2020 17:27:47	БП-00000067	Линейка 30см	31.06	93.18
00БП-000377	18.09.2020 17:27:47	БП-00000061	Ножницы	104.6	104.6
00БП-000377	18.09.2020 17:27:47	БП-00000058	Папка файл А4 100 шт	150.82	452.46
00БП-000377	18.09.2020 17:27:47	БП-00000068	Ручка шариковая	10.26	205.2
00БП-000377	18.09.2020 17:27:47	БП-00000296	Салфетка влажные 50 шт.	55.53	222.12
00БП-000377	18.09.2020 17:27:47	БП-00000295	Салфетка универсальная микрофибра 30*30см	199.43	199.43
00БП-000377	18.09.2020 17:27:47	БП-00000443	Сахар-рафинад	57.78	57.78
00БП-000377	18.09.2020 17:27:47	БП-00000444	Чай	230.34	230.34
00БП-000377	18.09.2020 17:27:47	БП-00000052	Чайник SONNEN KT-118 1,8 л	673.82	673.82
00БП-000404	14.09.2020 16:49:29	БП-00000206	Вода19,2л	160	160
00БП-000405	30.09.2020 16:15:17	БП-00000206	Вода19,2л	160	320
00БП-000406	29.09.2020 12:32:49	БП-00000456	Тепловентилятор PECAHTA ТВС-1 2000Вт белый	805	805
00БП-000406	29.09.2020 12:32:49	БП-00000064	Скобы для степлера 24*6	33.58	134.32
00БП-000406	29.09.2020 12:32:49	БП-00000231	Скрепки	35.59	71.18
00БП-000417	01.10.2020 16:33:55	БП-00000460	Батарейка	146.95	146.95
00БП-000417	01.10.2020 16:33:55	БП-00000389	Бейдж	17.9	358
00БП-000417	01.10.2020 16:33:55	БП-00000359	Доска пробковая 60*90	2 282.7	2 282.7
00БП-000417	01.10.2020 16:33:55	БП-00000197	Закладки	55.92	55.92
00БП-000417	01.10.2020 16:33:55	БП-00000166	Заправочный тонер	689	1 378
00БП-000417	01.10.2020 16:33:55	БП-00000443	Сахар-рафинад	52	156
00БП-000417	01.10.2020 16:33:55	БП-00000131	Кнопки	73.25	73.25
00БП-000417	01.10.2020 16:33:55	БП-00000444	Чай	253.9	253.9
00БП-000417	01.10.2020 16:33:55	БП-00000444	Чай	217.9	217.9
00БП-000417	01.10.2020 16:33:55	БП-00000124	Клей-карандаш	96.68	386.72
00БП-000417	01.10.2020 16:33:55	БП-00000461	Грамота	28.73	28.73
00БП-000417	01.10.2020 16:33:55	БП-00000461	Грамота	32.38	32.38
00БП-000417	01.10.2020 16:33:55	БП-00000461	Грамота	32.38	32.38
00БП-000417	01.10.2020 16:33:55	БП-00000461	Грамота	27.51	27.51
00БП-000417	01.10.2020 16:33:55	БП-00000461	Грамота	26.81	26.81
00БП-000450	12.10.2020 17:15:47	БП-00000209	"Журнал  ""Главбух"""	567.8	1 135.6
00БП-000459	05.10.2020 13:01:52	БП-00000236	Картридж	2 899	2 899
00БП-000465	03.09.2020 12:00:04	БП-00000236	Картридж	2 999	2 999
00БП-000472	09.11.2020 17:58:03	БП-00000209	"Журнал  ""Главбух"""	567.84	1 135.67
00БП-000501	08.10.2020 11:25:58	БП-00000334	Моноблок Acer Aspire C22-820 Pentium J5005/4Gb/1TB/WiFi/ЛИ+Ь/Win10H	21 699	21 699
00БП-000501	08.10.2020 11:25:58	БП-00000469	Удлинитель  3 розетки	399	399
00БП-000502	09.10.2020 18:02:55	БП-00000060	Блок для записей в подставке	40.61	40.61
00БП-000502	09.10.2020 18:02:55	БП-00000069	Бумага А4, 500 л	248.16	496.32
00БП-000502	09.10.2020 18:02:55	БП-00000061	Ножницы	70.03	70.03
00БП-000502	09.10.2020 18:02:55	БП-00000231	Скрепки	14.76	14.76
00БП-000502	09.10.2020 18:02:55	БП-00000473	Мышь беспроводная Cоннен срт М201 USBоптическая	150.02	150.02
00БП-000502	09.10.2020 18:02:55	БП-00000050	Корзина для бумаг сетчатая, 9л, черная	117.5	117.5
00БП-000502	09.10.2020 18:02:55	БП-00000358	Подставка орг. метал. круг. черн.	134.98	134.98
00БП-000502	09.10.2020 18:02:55	БП-00000194	Дырокол	82.72	82.72
00БП-000502	09.10.2020 18:02:55	БП-00000064	Скобы для степлера 24*6	22.18	22.18
00БП-000502	09.10.2020 18:02:55	БП-00000062	Степлер 24/6	187.91	187.91
00БП-000502	09.10.2020 18:02:55	БП-00000178	Карандаш	6.39	76.7
00БП-000502	09.10.2020 18:02:55	БП-00000124	Клей-карандаш	17.58	35.16
00БП-000502	09.10.2020 18:02:55	БП-00000314	Ластик	12.03	12.03
00БП-000502	09.10.2020 18:02:55	БП-00000067	Линейка 30см	11.19	44.74
00БП-000502	09.10.2020 18:02:55	БП-00000058	Папка файл А4 100 шт	93.06	93.06
00БП-000502	09.10.2020 18:02:55	БП-00000058	Папка файл А4 100 шт	102.46	204.92
00БП-000502	09.10.2020 18:02:55	БП-00000475	Тряпка для пола	49.82	99.64
00БП-000502	09.10.2020 18:02:55	БП-00000476	Ведро 10л	91.18	91.18
00БП-000502	09.10.2020 18:02:55	БП-00000477	Швабра деревянная	113.74	227.48
00БП-000502	09.10.2020 18:02:55	БП-00000068	Ручка шариковая	6.49	64.86
00БП-000502	09.10.2020 18:02:55	БП-00000478	Пакеты д/мусора	27.26	109.04
00БП-000502	09.10.2020 18:02:55	БП-00000052	Чайник SONNEN KT-118 1,8 л	845.06	845.06
00БП-000507	05.10.2020 15:58:04	БП-00000069	Бумага А4, 500 л	273	546
00БП-000507	05.10.2020 15:58:04	БП-00000166	Заправочный тонер	769	769
00БП-000507	05.10.2020 15:58:04	БП-00000068	Ручка шариковая	10.54	210.8
00БП-000508	25.11.2020 18:58:07	БП-00000206	Вода19,2л	160	320
00БП-000511	09.11.2020 17:58:06	БП-00000470	Ноутбук HP Laptop 15-dw1050ur Pentium 6405U/8192/SSD256	35 999	35 999
00БП-000511	09.11.2020 17:58:06	БП-00000471	Bluetooth-адаптер ASUS USB BT 400 usb	1 199	1 199
00БП-000511	09.11.2020 17:58:06	БП-00000322	Кабель HDMI черный 2м	450	450
00БП-000525	26.11.2020 16:52:55	БП-00000469	Удлинитель  3 розетки	450	450
00БП-000525	26.11.2020 16:52:55	БП-00000472	Удлинитель  5 розетки	999	1 998
00БП-000526	26.11.2020 16:52:56	БП-00000069	Бумага А4, 500 л	274.3	1 371.5
00БП-000526	26.11.2020 16:52:56	БП-00000417	Гель для рук антисептический	240.95	240.95
00БП-000526	26.11.2020 16:52:56	БП-00000447	Клейкая лента	62.73	62.73
00БП-000526	26.11.2020 16:52:56	БП-00000479	Краска штемпельная синяя	56.63	56.63
00БП-000526	26.11.2020 16:52:56	БП-00000478	Пакеты д/мусора	29.09	145.45
00БП-000526	26.11.2020 16:52:56	БП-00000312	Нож канцелярский	74.31	74.31
00БП-000526	26.11.2020 16:52:56	БП-00000058	Папка файл А4 100 шт	165.66	165.66
00БП-000526	26.11.2020 16:52:56	БП-00000296	Салфетка влажные 50 шт.	55.53	111.06
00БП-000526	26.11.2020 16:52:56	БП-00000147	Скоросшиватель с перфораци. пластик	11.8	118
00БП-000536	10.12.2020 17:33:14	БП-00000236	Картридж	708.08	708.08
00БП-000537	30.11.2020 19:42:11	БП-00000524	"МФУ HP LaserJet Pro MFP M28w(Принтер/Копия/Сканер"" 600*600dpi 18ppm (продо)"	11 999	11 999
00БП-000537	30.11.2020 19:42:11	БП-00000525	Преобразователь напряжения AIRLINE API-750-04	3 350	3 350
00БП-000537	30.11.2020 19:42:11	БП-00000526	FM Трансмиттер Defender RT-Funk	1 399	1 399
00БП-000551	07.12.2020 19:15:51	БП-00000209	"Журнал  ""Главбух"""	641.63	1 283.26
00БП-000555	17.12.2020 14:48:56	БП-00000528	Квартальный календарь	228	11 400
00БП-000557	17.12.2020 14:48:57	БП-00000175	Ручка	86	3 440
00БП-000557	17.12.2020 14:48:57	БП-00000448	Блокнот	117.5	4 700
00БП-000002	11.01.2021 17:10:59	БП-00000209	"Журнал  ""Главбух"""	641.63	1 283.26
00БП-000627	29.12.2020 15:48:56	БП-00000198	Заправочный тонер	550	1 100
00БП-000628	11.12.2020 11:37:21	БП-00000069	Бумага А4, 500 л	239.8	1 199
00БП-000628	11.12.2020 11:37:21	БП-00000360	Папка скоросшиватель	10	50
00БП-000628	11.12.2020 11:37:21	БП-00000360	Папка скоросшиватель	11	22
00БП-000628	11.12.2020 11:37:21	БП-00000531	Антистеплер	32	32
00БП-000628	11.12.2020 11:37:21	БП-00000065	Коррект.жидкость , осн.спирт	27	27
00БП-000625	29.12.2020 15:48:55	БП-00000429	Костюм Стандарт с СОП	745	163 900
00БП-000625	29.12.2020 15:48:55	БП-00000190	Халат женский белый р.120-124/170-176	825.75	165 150
00БП-000625	29.12.2020 15:48:55	БП-00000462	Одноразовые маски	249	112 050
00БП-000625	29.12.2020 15:48:55	БП-00000590	Костюм Стандарт НЕО 170-176	4 715	471 500
00БП-000005	25.01.2021 16:41:28	БП-00000069	Бумага А4, 500 л	271.8	1 359
00БП-000005	25.01.2021 16:41:28	БП-00000479	Краска штемпельная синяя	53.77	53.77
00БП-000005	25.01.2021 16:41:28	БП-00000588	Одноразовые стаканы 200 мл	85.71	171.42
00БП-000005	25.01.2021 16:41:28	БП-00000059	Папка регистратор А4	129.77	648.85
00БП-000005	25.01.2021 16:41:28	БП-00000058	Папка файл А4 100 шт	164.76	164.76
00БП-000005	25.01.2021 16:41:28	БП-00000058	Папка файл А4 100 шт	151.85	151.85
00БП-000005	25.01.2021 16:41:28	БП-00000409	Полотенца бумажные	225.42	225.42
00БП-000005	25.01.2021 16:41:28	БП-00000068	Ручка шариковая	12.64	151.68
00БП-000005	25.01.2021 16:41:28	БП-00000411	Ручка корректор	49.27	147.81
00БП-000005	25.01.2021 16:41:28	БП-00000296	Салфетка влажные 50 шт.	55.53	166.59
00БП-000005	25.01.2021 16:41:28	БП-00000295	Салфетка универсальная микрофибра 30*30см	115.8	231.6
00БП-000005	25.01.2021 16:41:28	БП-00000444	Чай	315.5	315.5
00БП-000651	03.08.2020 14:40:58	БП-00000133	Мешки д/мусор	22.24	111.2
00БП-000651	03.08.2020 14:40:58	БП-00000058	Папка файл А4 100 шт	214.38	214.38
00БП-000651	03.08.2020 14:40:58	БП-00000054	Журнал регистрации инструктажа по ТБ , 50 л	172.84	1 037.04
00БП-000651	03.08.2020 14:40:58	БП-00000133	Мешки д/мусор	58.23	465.84
00БП-000651	03.08.2020 14:40:58	БП-00000062	Степлер 24/6	109.66	109.66
00БП-000651	03.08.2020 14:40:58	БП-00000068	Ручка шариковая	22.33	111.65
00БП-000651	03.08.2020 14:40:58	БП-00000589	Зажимы для бумаг	93.62	187.24
00БП-000004	22.01.2021 16:53:12	БП-00000206	Вода19,2л	160	160
00БП-000097	24.03.2020 12:00:01	БП-00000333	Ноутбук HP 15rb002ur (HD)  A4 9120/4096/SSD 128/AMD Radeon R3/Win10/Black	33 998	33 998
00БП-000097	24.03.2020 12:00:01	БП-00000334	Моноблок Acer Aspire C22-820 Pentium J5005/4Gb/1TB/WiFi/ЛИ+Ь/Win10H	43 998	43 998
00БП-000097	24.03.2020 12:00:01	БП-00000335	Мышь беспроводная Smartbuy ONE 345/AG-K	499	499
00БП-000097	24.03.2020 12:00:01	БП-00000336	Мышь беспроводная Smartbuy SBM-333/AG-K	399	399
00БП-000097	24.03.2020 12:00:01	БП-00000337	Ультрабук Honor MagicBook (NblWAQ9HNR)AMD Rysen 5 3500U/8192/SSD	40 499	40 499
00БП-000118	10.04.2020 15:46:23	БП-00000058	Папка файл А4 100 шт	99	99
00БП-000118	10.04.2020 15:46:23	БП-00000058	Папка файл А4 100 шт	316.35	316.35
00БП-000118	10.04.2020 15:46:23	БП-00000374	Папка для бумаг завязки	20.05	60.15
00БП-000118	10.04.2020 15:46:23	БП-00000067	Линейка 30см	12.35	12.35
00БП-000118	10.04.2020 15:46:23	БП-00000053	Книга учета 96 л	141.55	141.55
00БП-000118	10.04.2020 15:46:23	БП-00000375	Доска планшет А4 пластик	161.5	161.5
00БП-000118	10.04.2020 15:46:23	БП-00000126	Папка на молнии пласт. А-4	130.15	130.15
00БП-000118	10.04.2020 15:46:23	БП-00000068	Ручка шариковая	45.7	137.1
00БП-000118	10.04.2020 15:46:23	БП-00000124	Клей-карандаш	68.31	68.31
00БП-000118	10.04.2020 15:46:23	БП-00000062	Степлер 24/6	99	99
00БП-000118	10.04.2020 15:46:23	БП-00000061	Ножницы	79	79
00БП-000118	10.04.2020 15:46:23	БП-00000064	Скобы для степлера 24*6	16.15	32.3
00БП-000118	10.04.2020 15:46:23	БП-00000231	Скрепки	46.84	46.84
00БП-000118	10.04.2020 15:46:23	БП-00000065	Коррект.жидкость , осн.спирт	35.63	35.63
00БП-000118	10.04.2020 15:46:23	БП-00000066	Текстмаркер	25.56	25.56
00БП-000118	10.04.2020 15:46:23	БП-00000066	Текстмаркер	25.56	25.56
00БП-000118	10.04.2020 15:46:23	БП-00000068	Ручка шариковая	8.84	44.2
00БП-000118	10.04.2020 15:46:23	БП-00000175	Ручка	49	98
00БП-000118	10.04.2020 15:46:23	БП-00000068	Ручка шариковая	43.7	87.4
00БП-000120	06.04.2020 12:57:41	БП-00000209	"Журнал  ""Главбух"""	567.8	1 135.6
00БП-000124	08.05.2020 14:54:24	БП-00000069	Бумага А4, 500 л	263.7	1 318.5
00БП-000124	08.05.2020 14:54:24	БП-00000376	Губки бытовые 2шт	25.2	50.4
00БП-000124	08.05.2020 14:54:24	БП-00000133	Мешки д/мусор	98.64	197.28
00БП-000124	08.05.2020 14:54:24	БП-00000122	Мыло жидкое  300мм	69	138
00БП-000124	08.05.2020 14:54:24	БП-00000377	Мыло жидкое  5л	304.21	304.21
00БП-000124	08.05.2020 14:54:24	БП-00000304	Нить лавсановая д/прошивки док.	214.4	214.4
00БП-000124	08.05.2020 14:54:24	БП-00000014	Перчатки	125.42	125.42
00БП-000124	08.05.2020 14:54:24	БП-00000068	Ручка шариковая	19.18	95.9
00БП-000124	08.05.2020 14:54:24	БП-00000295	Салфетка универсальная микрофибра 30*30см	64.82	64.82
00БП-000124	08.05.2020 14:54:24	БП-00000064	Скобы для степлера 24*6	16.27	48.81
00БП-000124	08.05.2020 14:54:24	БП-00000297	Скоросшиватель картонный	10.79	53.95
00БП-000124	08.05.2020 14:54:24	БП-00000378	Скрепочница	93.41	93.41
00БП-000126	12.05.2020 10:44:24	БП-00000166	Заправочный тонер	790	1 580
00БП-000126	12.05.2020 10:44:24	БП-00000058	Папка файл А4 100 шт	146.54	146.54
00БП-000127	06.05.2020 15:00:13	БП-00000209	"Журнал  ""Главбух"""	567.8	1 135.6
00БП-000129	20.05.2020 15:15:18	БП-00000206	Вода19,2л	160	160
00БП-000135	27.05.2020 14:40:35	БП-00000058	Папка файл А4 100 шт	299.88	299.88
00БП-000135	27.05.2020 14:40:35	БП-00000069	Бумага А4, 500 л	239.1	1 195.5
00БП-000135	27.05.2020 14:40:35	БП-00000068	Ручка шариковая	19.18	191.8
00БП-000142	24.04.2020 12:00:05	БП-00000333	Ноутбук HP 15rb002ur (HD)  A4 9120/4096/SSD 128/AMD Radeon R3/Win10/Black	47 999	47 999
00БП-000142	24.04.2020 12:00:05	БП-00000041	Мышь беспроводная DEXP WM-904RU Red/Black USB	820	820
00БП-000165	19.06.2020 17:45:10	БП-00000206	Вода19,2л	160	160
00БП-000166	22.06.2020 12:00:00	БП-00000236	Картридж	2 999	2 999
00БП-000171	25.06.2020 13:55:37	БП-00000069	Бумага А4, 500 л	239.1	1 195.5
00БП-000171	25.06.2020 13:55:37	БП-00000194	Дырокол	181.26	181.26
00БП-000171	25.06.2020 13:55:37	БП-00000166	Заправочный тонер	790	790
00БП-000171	25.06.2020 13:55:37	БП-00000148	Ручка гелевая	21.29	63.87
00БП-000172	08.06.2020 16:02:01	БП-00000209	"Журнал  ""Главбух"""	567.8	1 135.6
00БП-000187	06.07.2020 14:58:01	БП-00000209	"Журнал  ""Главбух"""	567.8	1 135.6
00БП-000242	14.07.2020 17:50:33	БП-00000206	Вода19,2л	160	160
00БП-000244	16.06.2020 11:43:35	БП-00000403	Стиральная машина LG	27 389	27 389
00БП-000244	16.06.2020 11:43:35	БП-00000404	Холодильник LG	33 999	33 999
00БП-000262	17.07.2020 23:59:59	БП-00000296	Салфетка влажные 50 шт.	55.53	111.06
00БП-000262	17.07.2020 23:59:59	БП-00000058	Папка файл А4 100 шт	284.12	284.12
00БП-000262	17.07.2020 23:59:59	БП-00000124	Клей-карандаш	96.68	193.36
00БП-000262	17.07.2020 23:59:59	БП-00000407	Короб архивный с клапанов А4	95.98	287.94
00БП-000262	17.07.2020 23:59:59	БП-00000408	Гель для увлажнения пальцев	76.59	76.59
00БП-000262	17.07.2020 23:59:59	БП-00000069	Бумага А4, 500 л	263.7	1 318.5
00БП-000262	17.07.2020 23:59:59	БП-00000178	Карандаш	28.76	57.52
00БП-000262	17.07.2020 23:59:59	БП-00000148	Ручка гелевая	21.29	63.87
00БП-000262	17.07.2020 23:59:59	БП-00000409	Полотенца бумажные	112.71	225.42
00БП-000262	17.07.2020 23:59:59	БП-00000410	Разделители листов	158.82	158.82
00БП-000263	21.07.2020 12:29:45	БП-00000060	Блок для записей в подставке	50.66	50.66
00БП-000263	21.07.2020 12:29:45	БП-00000361	Блок самоклеющийся	84.19	84.19
00БП-000263	21.07.2020 12:29:45	БП-00000069	Бумага А4, 500 л	273	819
00БП-000263	21.07.2020 12:29:45	БП-00000057	Журнал регистр. вводн.инструктажа 48 л	91.56	183.12
00БП-000263	21.07.2020 12:29:45	БП-00000063	Кл.ленты  прозрачная	47.9	191.6
00БП-000263	21.07.2020 12:29:45	БП-00000314	Ластик	27.42	82.26
00БП-000263	21.07.2020 12:29:45	БП-00000058	Папка файл А4 100 шт	332.61	332.61
00БП-000263	21.07.2020 12:29:45	БП-00000148	Ручка гелевая	21.29	63.87
00БП-000263	21.07.2020 12:29:45	БП-00000148	Ручка гелевая	26.27	78.81
00БП-000263	21.07.2020 12:29:45	БП-00000175	Ручка	19.18	191.8
00БП-000263	21.07.2020 12:29:45	БП-00000411	Ручка корректор	51.88	103.76
00БП-000263	21.07.2020 12:29:45	БП-00000131	Кнопки	73.25	73.25
00БП-000263	21.07.2020 12:29:45	БП-00000231	Скрепки	32.04	64.08
00БП-000263	21.07.2020 12:29:45	БП-00000412	Текстовыделитель	30.79	61.58
00БП-000014	22.05.2019 12:00:01	БП-00000046	Кресло Престиж, черное В-14	1 499.17	1 499.17
00БП-000014	22.05.2019 12:00:01	БП-00000047	Стул Серна черный каркас, кожзам, черный	582.5	1 165
00БП-000014	22.05.2019 12:00:01	БП-00000048	"Стол ""Бюджет"" 120*60*74 см, орех"	1 415.83	4 247.5
00БП-000014	22.05.2019 12:00:01	БП-00000050	Корзина для бумаг сетчатая, 9л, черная	45	45
00БП-000014	22.05.2019 12:00:01	БП-00000051	Сетевой фильтр SVEN SF-03L-3 розетки	212.96	212.96
00БП-000014	22.05.2019 12:00:01	БП-00000052	Чайник SONNEN KT-118 1,8 л	365.83	365.83
00БП-000014	22.05.2019 12:00:01	БП-00000053	Книга учета 96 л	54.17	54.17
00БП-000014	22.05.2019 12:00:01	БП-00000054	Журнал регистрации инструктажа по ТБ , 50 л	122.71	122.71
00БП-000014	22.05.2019 12:00:01	БП-00000055	Пакет ПВД большой 600*500, ручка-петля	7.21	7.21
00БП-000014	22.05.2019 12:00:01	БП-00000056	Журнал регистр. инструктажа по пожар. безопасн.	122.71	122.71
00БП-000014	22.05.2019 12:00:01	БП-00000057	Журнал регистр. вводн.инструктажа 48 л	71.17	71.17
00БП-000014	22.05.2019 12:00:01	БП-00000058	Папка файл А4 100 шт	114.79	114.79
00БП-000014	22.05.2019 12:00:01	БП-00000059	Папка регистратор А4	97.37	292.12
00БП-000014	22.05.2019 12:00:01	БП-00000060	Блок для записей в подставке	69.59	69.59
00БП-000014	22.05.2019 12:00:01	БП-00000061	Ножницы	46.63	46.63
00БП-000014	22.05.2019 12:00:01	БП-00000062	Степлер 24/6	94.21	94.21
00БП-000014	22.05.2019 12:00:01	БП-00000063	Кл.ленты  прозрачная	48.22	48.22
00БП-000014	22.05.2019 12:00:01	БП-00000064	Скобы для степлера 24*6	21.59	43.17
00БП-000014	22.05.2019 12:00:01	БП-00000065	Коррект.жидкость , осн.спирт	23.36	23.36
00БП-000014	22.05.2019 12:00:01	БП-00000066	Текстмаркер	34.99	34.99
00БП-000014	22.05.2019 12:00:01	БП-00000066	Текстмаркер	34.2	34.2
00БП-000014	22.05.2019 12:00:01	БП-00000067	Линейка 30см	17.1	17.1
00БП-000014	22.05.2019 12:00:01	БП-00000068	Ручка шариковая	4.88	48.75
00БП-000014	22.05.2019 12:00:01	БП-00000069	Бумага А4, 500 л	188.12	940.62
00БП-000015	05.06.2019 17:45:56	БП-00000070	"Костюм ""Балтика"" зимний: куртка, полукомбинезон"	1 633.34	3 266.67
00БП-000015	05.06.2019 17:45:56	БП-00000071	"Костюм ""Стройград"" куртка,п/комбинезон"	1 475	5 900
00БП-000015	05.06.2019 17:45:56	БП-00000072	"Жилет ""Неон"" сигнальный"	233.33	1 400
00БП-000015	05.06.2019 17:45:56	БП-00000073	"Шапка двойная ""Партнер"""	175	1 050
00БП-000015	05.06.2019 17:45:56	БП-00000074	"Ботинки ""Профи"" с МН и МС (двойная подошва)"	1 050	3 150
00БП-000015	05.06.2019 17:45:56	БП-00000075	"Ботинки ""Корвет"" с МН"	1 433.33	4 300
00БП-000015	05.06.2019 17:45:56	БП-00000076	Перчатки полушерстяные двухслойные	183.33	1 100
00БП-000077	19.09.2019 11:18:12	БП-00000149	Баннер	1 100	1 100
00БП-000077	19.09.2019 11:18:12	БП-00000150	Наклейка	100	200
00БП-000077	19.09.2019 11:18:12	БП-00000151	Табличка	500	500
00БП-000077	19.09.2019 11:18:12	БП-00000152	Макет	1 000	1 000
00БП-000080	09.09.2019 12:00:01	БП-00000060	Блок для записей в подставке	77.86	77.86
00БП-000080	09.09.2019 12:00:01	БП-00000069	Бумага А4, 500 л	218.24	218.24
00БП-000080	09.09.2019 12:00:01	БП-00000132	Калькулятор	460	460
00БП-000080	09.09.2019 12:00:01	БП-00000058	Папка файл А4 100 шт	86.75	86.75
00БП-000080	09.09.2019 12:00:01	БП-00000068	Ручка шариковая	2.87	28.67
00БП-000083	27.09.2019 12:00:00	БП-00000161	Беспроводной маршруттизаттор Tp-Link TL-WR840N Router WRL300MBPS 10/100NM 4PORT	1 700	1 700
00БП-000110	26.09.2019 11:48:56	БП-00000149	Баннер	2 528.9	2 528.9
00БП-000110	26.09.2019 11:48:56	БП-00000151	Табличка	275.43	550.85
00БП-000110	26.09.2019 11:48:56	БП-00000151	Табличка	366.54	366.54
00БП-000110	26.09.2019 11:48:56	БП-00000150	Наклейка	156.67	156.67
00БП-000110	26.09.2019 11:48:56	БП-00000152	Макет	633.33	633.33
00БП-000111	04.10.2019 12:00:00	БП-00000069	Бумага А4, 500 л	261.89	785.67
00БП-000111	04.10.2019 12:00:00	БП-00000059	Папка регистратор А4	88.68	177.36
00БП-000111	04.10.2019 12:00:00	БП-00000058	Папка файл А4 100 шт	143.58	287.16
00БП-000148	29.11.2019 14:22:01	БП-00000206	Вода19,2л	160	160
00БП-000148	29.11.2019 14:22:01	БП-00000207	Помпа механическая Lilu Максимум Украина	600	600
00БП-000148	29.11.2019 14:22:01	БП-00000208	Бутыль 19,2 (залог)	350	350
00БП-000158	26.11.2019 14:02:04	БП-00000209	"Журнал  ""Главбух"""	567.8	567.8
00БП-000163	02.12.2019 13:19:47	БП-00000209	"Журнал  ""Главбух"""	567.8	567.8
00БП-000166	09.12.2019 15:28:39	БП-00000221	ККТ-Меркурий-115Ф с ФН (Wi-Fi) on-line	16 500	16 500
00БП-000174	23.12.2019 14:11:25	БП-00000206	Вода19,2л	160	160
00БП-000185	27.12.2019 12:00:01	БП-00000055	Пакет ПВД большой 600*500, ручка-петля	87.31	261.93
00БП-000185	27.12.2019 12:00:01	БП-00000055	Пакет ПВД большой 600*500, ручка-петля	52.16	260.8
00БП-000185	27.12.2019 12:00:01	БП-00000121	Ежедневник датированный на 4 года А5	209	627
00БП-000185	27.12.2019 12:00:01	БП-00000121	Ежедневник датированный на 4 года А5	293.55	880.65
00БП-000185	27.12.2019 12:00:01	БП-00000121	Ежедневник датированный на 4 года А5	209	418
00БП-000185	27.12.2019 12:00:01	БП-00000175	Ручка	66.51	465.57
00БП-000185	27.12.2019 12:00:01	БП-00000175	Ручка	91.11	91.11
00БП-000185	27.12.2019 12:00:01	БП-00000175	Ручка	509	509
00БП-000185	27.12.2019 12:00:01	БП-00000175	Ручка	379	379
00БП-000185	27.12.2019 12:00:01	БП-00000228	Наст.набор предмет красное дерево	1 699	3 398
00БП-000185	27.12.2019 12:00:01	БП-00000228	Наст.набор предмет красное дерево	1 813.55	1 813.55
00БП-000002	09.01.2020 15:22:29	БП-00000224	Календарь	226	2 260
00БП-000002	09.01.2020 15:22:29	БП-00000224	Календарь	68.88	688.8
00БП-000003	09.01.2020 15:22:30	БП-00000209	"Журнал  ""Главбух"""	567.8	1 135.6
00БП-000004	13.01.2020 12:00:00	БП-00000060	Блок для записей в подставке	64.25	64.25
00БП-000004	13.01.2020 12:00:00	БП-00000069	Бумага А4, 500 л	261.89	785.67
00БП-000004	13.01.2020 12:00:00	БП-00000058	Папка файл А4 100 шт	117.61	117.61
